# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
80500.0 6554 4.809 45.275 6.254 45.389 11.58 11.31 7.712 687.4 690.9 689.1 0.2042 0.2496 0.2269 276.3
80600.0 6552 6.166 44.084 4.472 43.899 8.82 8.707 7.7 656.2 650.7 653.4 0.08634 0.1166 0.1015 276.5
80700.0 6550 7.077 43.930 3.428 43.886 7.671 7.702 7.682 652.1 650.7 651.4 -0.06917 -0.07736 -0.07326 275.6
80800.0 6543 7.813 44.993 3.209 45.047 8.766 8.698 7.666 682.7 684.3 683.5 -0.1756 -0.1956 -0.1856 274.7
80900.0 6537 8.349 46.482 3.982 47.030 10.95 10.99 7.768 717.2 734.2 725.7 -0.1493 -0.1742 -0.1618 274.7
81000.0 6534 8.362 47.088 5.458 46.507 11.94 11.83 7.62 751.6 733.2 742.4 0.02426 -0.01309 0.005582 275.6
81100.0 6532 7.774 46.164 6.656 45.714 10.73 10.7 7.634 720 706 713 0.1847 0.1354 0.1601 274.8
81200.0 6533 7.318 44.709 7.054 44.439 8.688 8.597 7.651 676.5 668.4 672.5 0.1798 0.1506 0.1652 275.2
81300.0 6529 7.342 43.707 6.689 43.780 7.675 7.59 7.63 649.5 651.7 650.6 0.03238 0.03809 0.03524 275.5
81400.0 6526 8.235 44.347 5.462 44.211 8.773 8.744 7.634 665 660.9 663 -0.1607 -0.1186 -0.1397 274.7
81500.0 6521 9.411 46.457 3.166 45.362 11.6 11.54 7.628 724.7 690.9 707.8 -0.2879 -0.2081 -0.248 273.9
81600.0 6511 9.700 48.342 -0.271 47.105 14.72 14.67 7.563 787.7 747.9 767.8 -0.2121 -0.1665 -0.1893 274
81700.0 6502 8.399 48.902 -4.138 47.669 15.99 15.99 7.522 811.5 771.1 791.3 0.02144 0.01993 0.02068 274.9
81800.0 6500 5.687 47.648 -6.807 46.664 14.46 14.42 7.59 763.2 732 747.6 0.254 0.1827 0.2183 274.1
81900.0 6496 2.665 45.581 -7.892 44.984 11.47 11.33 7.643 698.8 680.6 689.7 0.2811 0.2005 0.2408 274.7
82000.0 6491 0.487 43.691 -7.933 43.724 8.747 8.644 7.63 646.5 647.5 647 0.144 0.0851 0.1146 275
82100.0 6487 -0.851 43.450 -8.016 43.647 7.68 7.582 7.63 638.4 644.2 641.3 -0.04752 -0.05944 -0.05348 274.1
82200.0 6485 -1.314 44.746 -8.365 44.783 8.755 8.686 7.68 669.6 670.8 670.2 -0.1643 -0.166 -0.1651 273.2
82300.0 6476 -1.085 45.644 -9.216 46.187 10.88 10.59 7.616 701.7 718.5 710.1 -0.1439 -0.1471 -0.1455 273.3
82400.0 6466 0.022 46.138 -9.634 46.161 11.61 11.49 7.504 729.8 730.5 730.1 -0.0022 0.01694 0.007371 274.3
82500.0 6463 1.121 45.371 -9.788 45.426 10.53 10.36 7.498 705.2 706.9 706.1 0.1403 0.1563 0.1483 273.5
82600.0 6456 1.715 44.140 -9.629 44.138 8.405 8.418 7.464 673.9 673.8 673.8 0.159 0.1562 0.1576 274.2
82700.0 6454 1.262 43.225 -9.472 43.336 7.432 7.393 7.409 652 655.3 653.6 0.04668 0.02367 0.03518 274.4
82800.0 6450 -0.300 43.644 -9.573 44.008 8.627 8.471 7.415 660.8 671.9 666.3 -0.1175 -0.153 -0.1352 273.6
82900.0 6445 -2.942 45.208 -9.350 45.847 11.48 11.23 7.42 703.1 723.1 713.1 -0.2416 -0.251 -0.2463 272.7
83000.0 6439 -6.242 47.028 -7.914 47.608 14.59 14.27 7.374 761.5 780.4 771 -0.2185 -0.1668 -0.1926 272.7
83100.0 6434 -8.758 47.893 -4.719 48.046 15.92 15.61 7.38 790.3 795.4 792.8 -0.02849 0.0729 0.0222 273.7
83200.0 6431 -9.432 47.031 -0.920 46.761 14.39 14.11 7.434 756.3 747.6 752 0.1534 0.2874 0.2204 273
83300.0 6427 -8.703 45.525 2.080 44.485 11.24 11.18 7.463 711.2 679.1 695.2 0.1883 0.3008 0.2445 273.6
83400.0 6424 -7.672 44.386 3.979 42.831 8.533 8.528 7.453 680.7 633.8 657.2 0.09002 0.1483 0.1192 273.8
83500.0 6421 -7.035 44.398 4.996 42.577 7.542 7.36 7.447 680.5 625.8 653.2 -0.07186 -0.03742 -0.05464 272.9
83600.0 6413 -7.201 45.381 5.595 43.066 8.592 8.218 7.393 713.5 642.6 678.1 -0.1739 -0.1463 -0.1601 272.1
83700.0 6407 -8.150 46.385 5.416 44.352 10.62 10.15 7.36 747 683 715 -0.1317 -0.1398 -0.1358 272.1
83800.0 6402 -9.155 46.761 4.422 44.880 11.63 11.07 7.363 760.7 700.7 730.7 0.0369 0.003801 0.02035 273.1
83900.0 6401 -9.563 45.799 3.167 44.193 10.56 9.918 7.357 729.1 678.9 704 0.1802 0.148 0.1641 272.3
84000.0 6397 -9.317 44.384 2.504 42.990 8.538 7.971 7.339 689.6 647 668.3 0.1668 0.1724 0.1696 272.9
84100.0 6394 -8.721 43.697 2.830 42.032 7.48 7.153 7.307 672.5 622.2 647.4 0.02356 0.06399 0.04377 273.2
84200.0 6388 -7.867 44.197 4.316 42.307 8.428 8.382 7.291 686.2 628.8 657.5 -0.1469 -0.1082 -0.1276 272.4
84300.0 6371 -6.318 45.360 6.549 43.553 10.89 10.99 7.222 722.1 665.7 693.9 -0.2251 -0.2507 -0.2379 270.7
84400.0 6369 -3.375 47.079 8.506 46.235 13.93 14.05 7.4 754.9 728.1 741.5 -0.1285 -0.2624 -0.1954 270.6
84500.0 6360 0.631 46.721 8.931 46.860 15.07 15.07 7.113 773.6 778.3 776 0.1005 -0.07639 0.01204 271.3
84600.0 6357 4.109 45.403 7.729 46.441 13.75 13.65 7.137 727.8 761.5 744.7 0.2688 0.1594 0.2141 270.5
84700.0 6357 6.375 43.401 5.718 44.808 10.83 10.73 7.147 668.9 713 691 0.249 0.2453 0.2471 271
84800.0 6352 7.587 41.891 4.024 43.268 8.163 8.161 7.103 630.5 672.6 651.5 0.1065 0.1512 0.1289 271.3
84900.0 6350 8.371 41.785 3.094 42.857 7.068 7.141 7.103 626.3 658.8 642.5 -0.0748 -0.01424 -0.04452 270.4
85000.0 6346 9.030 42.905 3.117 43.641 7.959 8.118 7.119 656 678.7 667.4 -0.194 -0.1307 -0.1623 269.5
85100.0 6344 9.434 44.369 4.062 44.794 9.862 10.1 7.125 699.1 712.6 705.9 -0.1656 -0.1078 -0.1367 269.4
85200.0 6335 9.243 44.713 5.502 45.134 10.72 10.99 7.103 714.2 727.7 721 0.004155 0.03874 0.02145 270.5
85300.0 6331 8.559 43.854 6.728 44.234 9.654 9.923 7.106 685.7 697.6 691.6 0.1584 0.1817 0.1701 269.7
85400.0 6325 7.961 42.400 7.161 42.771 7.803 8.002 7.093 645 656.3 650.7 0.164 0.1821 0.173 270.3
85500.0 6322 7.993 41.524 6.772 41.779 7.044 7.08 7.055 623 630.7 626.8 0.02802 0.05225 0.04014 270.6
85600.0 6320 8.755 42.170 5.525 42.148 8.195 8.067 7.054 639.3 638.7 639 -0.1703 -0.1123 -0.1413 269.7
85700.0 6314 9.741 43.980 3.237 43.365 10.71 10.56 7.022 693.3 674.1 683.7 -0.3123 -0.1994 -0.2559 268.8
85800.0 6311 10.102 46.378 -0.157 44.952 13.58 13.53 7.018 767.3 720.9 744.1 -0.2685 -0.158 -0.2132 268.8
85900.0 6305 8.728 47.267 -3.748 45.387 14.78 14.8 7.027 796.9 734.8 765.9 -0.0218 0.004485 -0.008656 269.7
86000.0 6303 6.208 46.478 -6.302 44.596 13.48 13.48 7.048 768 707.1 737.5 0.2305 0.1501 0.1903 268.9
86100.0 6303 3.452 44.480 -7.460 43.149 10.69 10.58 7.055 707.9 666.1 687 0.2848 0.1666 0.2257 269.5
86200.0 6298 1.265 42.549 -7.766 41.961 8.103 7.967 6.993 657 638.9 648 0.1535 0.063 0.1082 269.8
86300.0 6294 -0.032 42.119 -7.938 41.957 6.998 6.935 6.963 645.6 640.6 643.1 -0.04091 -0.09124 -0.06607 268.9
86400.0 6291 -0.464 43.128 -8.434 43.084 7.906 7.929 6.987 671.7 670.4 671.1 -0.1696 -0.1963 -0.1829 268
86500.0 6285 -0.128 44.187 -9.130 44.498 9.815 9.847 6.982 704.2 714.2 709.2 -0.1511 -0.166 -0.1586 268.1
86600.0 6282 0.879 44.548 -9.661 44.999 10.75 10.72 6.976 717.7 732.3 725 -0.0117 0.01286 0.0005827 268.9
86700.0 6280 2.046 43.856 -9.817 44.053 9.68 9.698 6.994 692.8 699 695.9 0.1365 0.1687 0.1526 268.2
86800.0 6276 2.668 42.556 -9.695 42.544 7.774 7.837 6.978 656.9 656.5 656.7 0.1567 0.159 0.1578 268.8
86900.0 6274 2.325 41.683 -9.623 41.738 6.935 6.937 6.93 635.7 637.4 636.6 0.04536 0.01074 0.02805 269.1
87000.0 6272 0.772 41.890 -9.805 42.341 8.024 7.924 6.89 642.5 656.4 649.5 -0.1167 -0.1791 -0.1479 268.2
87100.0 6265 -1.776 43.187 -9.674 44.095 10.62 10.4 6.859 680.6 709.6 695.1 -0.2354 -0.2909 -0.2632 267.3
87200.0 6264 -5.000 45.102 -8.379 46.056 13.57 13.29 6.851 739.2 770.8 755 -0.2255 -0.2051 -0.2153 267.3
87300.0 6254 -7.512 45.945 -5.371 46.311 14.73 14.51 6.82 771.2 783.5 777.3 -0.05894 0.03973 -0.009606 268.1
87400.0 6251 -8.439 45.463 -1.837 45.115 13.36 13.25 6.873 749 737.6 743.3 0.1344 0.2553 0.1948 267.3
87500.0 6248 -7.964 44.158 1.061 43.050 10.47 10.52 6.896 709.6 674.4 692 0.1946 0.2579 0.2263 267.9
87600.0 6244 -7.178 42.910 3.013 41.445 7.911 7.936 6.861 676.9 631.5 654.2 0.09685 0.1157 0.1063 268.2
87700.0 6243 -6.692 42.824 4.148 41.251 6.908 6.797 6.85 674.2 625.6 649.9 -0.07013 -0.06528 -0.0677 267.2
87800.0 6240 -6.856 43.953 4.725 42.173 7.904 7.649 6.854 706.5 650.5 678.5 -0.1885 -0.1803 -0.1844 266.2
87900.0 6239 -7.759 44.975 4.734 43.514 9.838 9.517 6.827 740.8 693.5 717.1 -0.1435 -0.1585 -0.151 266.2
88000.0 6235 -8.835 45.259 3.997 43.991 10.74 10.39 6.824 752.2 710.6 731.4 0.01878 0.01273 0.01576 267.1
88100.0 6231 -9.465 44.477 2.912 43.033 9.643 9.357 6.827 725.1 678.8 701.9 0.16 0.1782 0.1691 266.4
88200.0 6228 -9.454 43.546 2.257 41.640 7.755 7.597 6.864 694.6 635.1 664.8 0.1747 0.1712 0.173 267
88300.0 6224 -9.179 42.458 2.500 40.428 6.861 6.714 6.782 669.6 607.1 638.3 0.04849 0.05097 0.04973 267.4
88400.0 6223 -8.541 42.683 3.847 40.688 7.867 7.81 6.748 676.5 614.8 645.7 -0.1229 -0.1317 -0.1273 266.5
88500.0 6216 -7.216 43.848 5.909 42.184 10.3 10.29 6.719 711.8 658.8 685.3 -0.2022 -0.2759 -0.239 265.6
88600.0 6212 -4.648 45.109 7.950 44.361 13.09 12.99 6.692 752.6 727.9 740.3 -0.1146 -0.2766 -0.1956 265.6
88700.0 6207 -1.019 45.168 8.722 45.496 14.33 14.08 6.679 756.9 767.9 762.4 0.07824 -0.07078 0.003731 266.5
88800.0 6201 2.371 43.934 7.914 44.936 13.09 12.75 6.722 711.3 744.1 727.7 0.2266 0.1693 0.1979 265.8
88900.0 6199 4.703 42.101 6.197 43.241 10.35 10.05 6.736 656.8 692.8 674.8 0.2025 0.2425 0.2225 266.5
89000.0 6197 6.002 40.966 4.593 41.763 7.827 7.691 6.711 627.5 652.2 639.8 0.05971 0.1296 0.09466 266.8
89100.0 6197 6.819 41.136 3.666 41.489 6.69 6.718 6.697 632.9 643.8 638.3 -0.1088 -0.06043 -0.08462 265.8
89200.0 6195 7.402 42.286 3.592 42.533 7.495 7.614 6.691 666.6 674.4 670.5 -0.2058 -0.2032 -0.2045 264.9
89300.0 6193 7.831 43.689 4.392 44.027 9.379 9.525 6.68 711.1 722.1 716.6 -0.1573 -0.1955 -0.1764 264.9
89400.0 6191 7.736 44.199 5.620 44.623 10.33 10.46 6.683 729.4 743.5 736.4 0.02193 -0.04412 -0.01109 265.9
89500.0 6187 7.134 43.289 6.818 44.074 9.3 9.443 6.681 698.8 724.4 711.6 0.1818 0.1266 0.1542 265.2
89600.0 6185 6.456 42.045 7.262 42.782 7.535 7.55 6.709 659.4 682.8 671.1 0.1724 0.1543 0.1634 265.8
89700.0 6180 6.609 40.946 6.882 41.897 6.648 6.648 6.639 633.2 662.9 648 0.02527 0.052 0.03863 266.1
89800.0 6177 7.488 41.488 5.681 42.150 7.71 7.754 6.616 649 669.9 659.4 -0.1777 -0.09266 -0.1352 265.2
89900.0 6171 8.691 43.368 3.488 43.116 10.21 10.3 6.586 707 698.8 702.9 -0.3165 -0.1682 -0.2423 264.4
90000.0 6168 9.243 45.423 0.222 44.274 12.86 13.13 6.532 778.1 739.2 758.7 -0.2543 -0.1267 -0.1905 264.3
90100.0 6164 8.249 46.079 -3.415 44.588 14 14.29 6.544 799.9 748.9 774.4 0.01342 0.02431 0.01887 265.2
90200.0 6162 5.857 44.928 -6.056 43.754 12.73 12.91 6.603 753 714.2 733.6 0.2726 0.1535 0.213 264.3
90300.0 6160 3.175 42.820 -7.397 42.480 10.1 10.13 6.621 687.3 676.4 681.9 0.305 0.1673 0.2361 265
90400.0 6155 0.942 40.869 -7.760 41.478 7.647 7.605 6.573 633.9 652.9 643.4 0.1627 0.05979 0.1112 265.2
90500.0 6155 -0.365 40.469 -8.042 41.562 6.604 6.535 6.565 621.2 655.2 638.2 -0.0418 -0.09405 -0.06793 264.2
90600.0 6153 -0.849 41.835 -8.605 42.771 7.456 7.416 6.61 656.5 686.2 671.4 -0.1913 -0.1929 -0.1921 263.3
90700.0 6150 -0.291 42.862 -9.460 43.774 9.154 9.228 6.541 694.9 724.8 709.9 -0.1716 -0.1518 -0.1617 263.3
90800.0 6149 0.888 43.567 -10.063 44.379 10.1 10.16 6.527 721.6 748.7 735.2 -0.0116 0.01071 -0.0004447 264.4
90900.0 6148 2.161 42.944 -10.134 43.671 9.126 9.176 6.524 700 723.9 712 0.148 0.1755 0.1618 263.5
91000.0 6144 2.797 41.636 -9.928 42.305 7.279 7.347 6.513 662.2 683.6 672.9 0.172 0.1829 0.1774 264.2
91100.0 6143 2.423 40.767 -9.891 41.508 6.496 6.511 6.494 637.8 661.2 649.5 0.0609 0.0391 0.05 264.5
91200.0 6142 0.919 41.080 -10.093 41.983 7.685 7.522 6.489 644.8 673.5 659.1 -0.1117 -0.1411 -0.1264 263.6
91300.0 6134 -1.666 42.483 -10.038 43.499 10.26 9.992 6.479 685.2 718.3 701.7 -0.2382 -0.2332 -0.2357 262.7
91400.0 6131 -4.931 44.400 -8.864 45.116 13.06 12.78 6.466 745.8 770.1 758 -0.2164 -0.1328 -0.1746 262.6
91500.0 6129 -7.733 45.258 -6.132 45.178 14.15 13.96 6.498 772.4 769.7 771.1 -0.03016 0.1187 0.04428 263.7
91600.0 6125 -8.926 44.465 -2.420 43.690 12.71 12.65 6.532 741.3 715.7 728.5 0.1889 0.291 0.2399 262.9
91700.0 6123 -8.582 42.722 0.710 41.694 9.973 9.967 6.541 688.5 655.8 672.2 0.2497 0.2728 0.2612 263.5
91800.0 6119 -7.787 41.232 2.780 40.069 7.595 7.497 6.505 648.5 612.4 630.5 0.1305 0.1352 0.1329 263.9
91900.0 6117 -7.269 41.059 4.026 39.914 6.597 6.435 6.51 641.5 606.3 623.9 -0.05608 -0.04589 -0.05099 262.9
92000.0 6114 -7.441 42.019 4.753 41.134 7.354 7.237 6.538 666.2 638.4 652.3 -0.1836 -0.1722 -0.1779 262
92100.0 6110 -8.320 43.246 4.839 43.319 9.025 9.154 6.659 691.4 693.7 692.6 -0.1488 -0.1654 -0.1571 262
92200.0 6106 -9.307 43.682 4.059 42.388 9.862 9.638 6.434 731.8 689.1 710.4 0.01266 -0.009611 0.001526 262.9
92300.0 6102 -10.013 42.972 3.072 41.769 8.938 8.702 6.424 708.1 669 688.5 0.1728 0.1415 0.1572 262.1
92400.0 6102 -10.205 41.611 2.412 40.699 7.25 7.029 6.428 666.3 637.4 651.9 0.1842 0.1497 0.167 262.7
92500.0 6099 -10.001 40.675 2.838 39.769 6.487 6.298 6.38 642.6 614.2 628.4 0.04532 0.03029 0.03781 263
92600.0 6098 -9.450 41.029 4.324 40.293 7.487 7.438 6.369 651.4 628.2 639.8 -0.1355 -0.1498 -0.1427 262.1
92700.0 6096 -8.116 42.526 6.712 42.053 9.91 9.924 6.37 694.1 678.7 686.4 -0.2439 -0.2734 -0.2587 261.1
92800.0 6087 -5.388 44.148 9.046 43.989 12.65 12.59 6.33 749 743.7 746.4 -0.185 -0.2255 -0.2052 261.2
92900.0 6080 -1.256 44.537 10.103 44.484 13.79 13.63 6.359 760.3 758.5 759.4 0.03431 -0.0175 0.008408 262.2
93000.0 6076 2.722 43.568 9.156 43.726 12.58 12.35 6.383 724.4 729.7 727.1 0.2145 0.192 0.2033 261.4
93100.0 6075 5.370 41.737 7.109 42.158 9.921 9.733 6.393 668.6 682.1 675.4 0.2314 0.2378 0.2346 262
93200.0 6073 6.764 40.433 5.243 40.750 7.502 7.35 6.368 633.3 643.3 638.3 0.08962 0.1273 0.1084 262.3
93300.0 6072 7.549 40.388 4.093 40.564 6.408 6.313 6.354 632.3 637.8 635.1 -0.08727 -0.05225 -0.06976 261.4
93400.0 6067 8.249 41.339 3.876 41.457 7.137 7.077 6.332 662 665.8 663.9 -0.1991 -0.175 -0.187 260.5
93500.0 6066 8.649 42.738 4.564 42.772 8.913 8.86 6.329 706.1 707.3 706.7 -0.1689 -0.1441 -0.1565 260.4
93600.0 6063 8.568 43.269 5.785 43.086 9.705 9.736 6.316 727.6 721.4 724.5 0.006097 0.00591 0.006004 261.5
93700.0 6059 7.974 42.427 6.823 42.302 8.749 8.752 6.335 696.1 692 694.1 0.1697 0.1539 0.1618 260.7
93800.0 6057 7.457 40.981 7.105 41.036 7.026 7.033 6.327 653.2 655 654.1 0.1698 0.1687 0.1692 261.3
93900.0 6054 7.619 40.148 6.579 40.301 6.326 6.318 6.309 629.5 634.3 631.9 0.02427 0.04735 0.03581 261.5
94000.0 6051 8.558 40.827 5.212 40.759 7.458 7.39 6.315 646.9 644.8 645.8 -0.1803 -0.1119 -0.1461 260.6
94100.0 6047 9.791 43.629 2.743 41.998 10.12 9.83 6.447 718 665.3 691.6 -0.3293 -0.1941 -0.2617 259.7
94200.0 6042 10.511 44.593 -0.886 43.304 12.48 12.54 6.228 772.6 728.6 750.6 -0.2667 -0.1473 -0.207 259.7
94300.0 6035 9.252 45.344 -4.826 43.629 13.6 13.62 6.219 801.7 742.2 772 -0.0135 0.02696 0.00673 260.8
94400.0 6032 6.488 44.500 -7.750 42.791 12.4 12.35 6.258 766.6 708.8 737.7 0.2472 0.1729 0.2101 259.9
94500.0 6031 3.367 42.624 -9.116 41.251 9.817 9.632 6.272 707 662.2 684.6 0.3027 0.1828 0.2428 260.5
94600.0 6028 0.969 40.769 -9.432 40.194 7.409 7.17 6.225 655.3 637 646.2 0.1708 0.07262 0.1217 260.9
94700.0 6027 -0.435 40.282 -9.625 40.271 6.304 6.126 6.206 640.6 640.3 640.5 -0.03461 -0.08205 -0.05833 259.9
94800.0 6025 -0.851 41.118 -10.131 41.389 7.026 6.973 6.218 663.3 672.1 667.7 -0.177 -0.1815 -0.1792 259
94900.0 6022 -0.219 42.392 -10.791 42.552 8.704 8.75 6.203 705.3 710.6 707.9 -0.1671 -0.1293 -0.1482 259
95000.0 6019 1.111 42.895 -11.223 42.909 9.509 9.576 6.17 728.3 728.8 728.6 -0.007065 0.02978 0.01136 260.1
95100.0 6017 2.402 42.304 -11.096 42.171 8.554 8.711 6.202 703.3 698.9 701.1 0.1658 0.1737 0.1698 259.3
95200.0 6015 2.953 40.883 -10.728 40.934 6.83 6.966 6.181 662.1 663.7 662.9 0.2029 0.1712 0.1871 259.9
95300.0 6013 2.356 39.731 -10.487 39.992 6.133 6.145 6.124 631.9 640.3 636.1 0.08673 0.03798 0.06235 260.1
95400.0 6012 0.577 39.822 -10.597 40.491 7.277 7.154 6.118 632 653.4 642.7 -0.08913 -0.1485 -0.1188 259.2
95500.0 6010 -2.417 41.136 -10.377 42.139 9.734 9.474 6.127 667.5 700.4 683.9 -0.2163 -0.2606 -0.2385 258.1
95600.0 6008 -6.028 42.784 -8.898 43.814 12.37 12.03 6.128 718.1 753.1 735.6 -0.2209 -0.1403 -0.1806 258
95700.0 6001 -9.134 43.718 -5.543 43.924 13.38 13.09 6.064 759.6 766.8 763.2 -0.07714 0.1211 0.02197 259.2
95800.0 5999 -10.180 43.304 -1.265 42.437 12.08 11.92 6.091 741.4 712 726.7 0.1428 0.3143 0.2285 258.3
95900.0 5995 -9.456 41.888 2.309 40.243 9.489 9.382 6.112 696.5 642.9 669.7 0.2133 0.3009 0.2571 259
96000.0 5991 -8.291 40.701 4.617 38.670 7.22 7.072 6.107 661.9 597.5 629.7 0.1095 0.1392 0.1243 259.4
96100.0 5990 -7.597 40.643 5.979 38.440 6.257 5.97 6.102 659.3 589.8 624.5 -0.07168 -0.04909 -0.06039 258.4
96200.0 5991 -7.759 41.746 6.694 39.458 7.008 6.683 6.13 689.1 615.6 652.4 -0.195 -0.1726 -0.1838 257.4
96300.0 5984 -8.875 42.770 6.738 40.721 8.61 8.315 6.107 724.8 657 690.9 -0.1622 -0.1364 -0.1493 257.5
96400.0 5980 -10.199 43.323 5.893 40.991 9.356 9.091 6.055 752.8 673.9 713.4 0.01251 -0.00582 0.003346 258.6
96500.0 5977 -11.009 42.601 4.629 40.380 8.444 8.196 6.039 728.4 654.4 691.4 0.195 0.1314 0.1632 257.8
96600.0 5976 -11.075 41.152 3.821 39.197 6.823 6.536 6.023 684.6 621.1 652.9 0.2076 0.1457 0.1766 258.4
96700.0 5973 -10.660 40.154 4.056 38.438 6.116 5.898 5.99 656.2 601.3 628.8 0.06229 0.03071 0.0465 258.6
96800.0 5971 -9.771 40.435 5.499 38.910 7.087 7.044 5.984 662.7 613.6 638.2 -0.1224 -0.1504 -0.1364 257.8
96900.0 5969 -7.998 41.698 7.826 40.684 9.387 9.426 5.989 698.4 664.9 681.6 -0.2203 -0.2923 -0.2563 256.8
97000.0 5967 -4.724 43.149 9.989 42.892 12.04 12 5.982 744.8 735.9 740.4 -0.1505 -0.2617 -0.2061 256.8
97100.0 5964 -0.397 43.600 10.695 43.832 13.23 13.1 5.992 760.8 768.9 764.8 0.05235 -0.0298 0.01127 257.9
97200.0 5963 3.703 42.568 9.331 43.105 12.06 11.84 6.034 719.4 737.7 728.6 0.2318 0.208 0.2199 257
97300.0 5961 6.288 40.755 6.882 41.423 9.486 9.31 6.049 662.9 684.8 673.9 0.2399 0.2685 0.2542 257.7
97400.0 5958 7.586 39.469 4.718 39.822 7.133 7.01 6.028 627.3 638.6 632.9 0.1022 0.1476 0.1249 258
97500.0 5956 8.339 39.465 3.361 39.504 6.107 5.959 6.021 626.8 628.1 627.5 -0.07898 -0.03972 -0.05935 257.1
97600.0 5955 8.978 40.519 3.025 40.327 6.832 6.653 6.028 657.1 650.8 653.9 -0.1887 -0.1682 -0.1784 256.1
97700.0 5951 9.487 41.903 3.633 41.478 8.452 8.334 6.016 702.8 688.6 695.7 -0.1437 -0.1523 -0.148 256.2
97800.0 5947 9.535 41.975 4.782 41.944 9.186 9.076 6.01 707.8 706.7 707.2 0.0368 0.008805 0.0228 257.1
97900.0 5942 9.210 41.052 5.956 41.186 8.228 8.179 6.009 675.9 680.3 678.1 0.1738 0.1679 0.1709 256.3
98000.0 5939 8.831 39.838 6.438 39.758 6.634 6.566 5.98 642.6 640 641.3 0.1592 0.1949 0.1771 257
98100.0 5937 8.983 38.919 5.929 38.607 5.961 5.91 5.916 621.1 611.2 616.2 0.01806 0.07373 0.04589 257.4
98200.0 5935 9.821 39.540 4.461 38.729 7.021 6.934 5.904 639 613 626 -0.1894 -0.09517 -0.1423 256.5
98300.0 5934 10.817 41.463 1.781 39.981 9.301 9.25 5.909 696.4 647.5 672 -0.3298 -0.2065 -0.2682 255.5
98400.0 5931 10.892 43.671 -2.057 41.490 11.83 11.83 5.893 770.5 695.4 733 -0.2625 -0.1874 -0.225 255.5
98500.0 5929 9.094 44.573 -6.027 42.323 13.02 13 5.882 805.9 726.7 766.3 0.02971 -0.06066 -0.01547 256.6
98600.0 5926 5.846 43.491 -8.657 42.019 11.92 11.82 5.916 762.3 711.6 736.9 0.2947 0.1078 0.2013 255.8
98700.0 5924 2.497 41.382 -9.564 40.848 9.424 9.238 5.936 693.2 675.4 684.3 0.3209 0.1634 0.2421 256.4
98800.0 5922 0.062 39.747 -9.522 39.866 7.094 6.896 5.924 644.3 648.1 646.2 0.1579 0.07691 0.1174 256.8
98900.0 5918 -1.311 39.445 -9.466 39.830 5.948 5.91 5.915 634.5 647 640.8 -0.05086 -0.07293 -0.0619 255.9
99000.0 5915 -1.726 40.333 -9.757 40.719 6.549 6.739 5.91 661.1 673.8 667.5 -0.1782 -0.1804 -0.1793 255
99100.0 5914 -1.152 41.523 -10.393 41.996 8.198 8.446 5.903 700 716 708 -0.1422 -0.1509 -0.1466 254.9
99200.0 5914 0.171 41.967 -10.818 42.384 8.997 9.254 5.903 717.3 731.7 724.5 0.02614 0.0249 0.02552 256
99300.0 5913 1.495 41.146 -10.667 41.499 8.097 8.269 5.914 686.6 698.5 692.6 0.2066 0.1692 0.1879 255.1
99400.0 5912 2.052 39.672 -10.192 40.169 6.504 6.578 5.902 642.5 658.7 650.6 0.2261 0.1687 0.1974 255.8
99500.0 5908 1.544 38.525 -9.808 39.377 5.924 5.855 5.872 610.3 637.6 623.9 0.09335 0.03715 0.06525 256.1
99600.0 5906 -0.170 38.805 -9.627 39.786 7.064 6.853 5.879 615.1 646.6 630.8 -0.1083 -0.1353 -0.1218 255.3
99700.0 5905 -3.003 40.431 -9.056 41.096 9.416 9.086 5.886 661.5 683.5 672.5 -0.2593 -0.2137 -0.2365 254.3
99800.0 5901 -6.236 42.235 -7.187 42.434 11.82 11.58 5.839 724.1 731 727.5 -0.2525 -0.1291 -0.1908 254.3
99900.0 5896 -8.674 43.148 -3.645 42.763 12.84 12.68 5.808 761.3 747.8 754.6 -0.04761 0.08349 0.01794 255.3
100000.0 5894 -9.149 42.463 0.444 41.711 11.66 11.5 5.822 734.7 708.9 721.8 0.1871 0.2661 0.2266 254.5
100100.0 5890 -8.139 40.790 3.716 39.871 9.147 9.033 5.822 683.3 652.9 668.1 0.2424 0.2764 0.2594 255.2
100200.0 5889 -6.822 39.463 5.825 38.445 6.917 6.789 5.814 643.9 611.2 627.5 0.125 0.1343 0.1296 255.5
100300.0 5888 -6.066 39.323 7.090 38.204 5.951 5.702 5.811 638.6 602.7 620.6 -0.05708 -0.05154 -0.05431 254.6
100400.0 5883 -6.273 40.210 7.870 39.024 6.637 6.253 5.796 666.7 628 647.3 -0.1799 -0.171 -0.1755 253.7
100500.0 5878 -7.351 41.528 7.950 40.223 8.217 7.813 5.794 710 666.1 688 -0.1493 -0.1519 -0.1506 253.7
100600.0 5876 -8.741 41.978 7.246 40.788 8.997 8.593 5.776 730.2 689.4 709.8 0.02515 -0.004403 0.01037 254.8
100700.0 5876 -9.728 41.219 6.037 40.187 8.106 7.75 5.766 703.6 668.8 686.2 0.1914 0.1576 0.1745 254
